serial_number,source_type,hardware_series,target_account,target_site,target_group,persona,firmware_target,mac_address,notes,vlan_interface_config_file
SG30LMR164,classic_central,aos_cx,same,SecureSSID,Switches,access_switch,10.16.1006,,,inputs/sg30lmr164_vlan_intfs.cfg
